1, 0 
2, 0 
3, 11 
4, 15 
5, 0 
6, 0 
7, 0 
8, 0 
9, 2 
10, 11 
11, 0 
12, 0 
13, 6 
14, 6 
15, 16 
16, 0 
17, 15 
18, 0 
19, 2 
20, 7 
21, 14 
22, 0 
23, 6 
24, 2 
25, 6 
26, 11 
27, 0 
28, 2 
29, 6 
30, 11 
31, 3 
32, 6 
33, 12 
34, 0 
35, 11 
36, 15 
37, 0 
38, 0 
39, 0 
40, 2 
41, 8 
42, 16 
43, 0 
44, 16 
45, 12 
46, 11 
47, 11 
48, 0 
49, 11 
50, 0 
51, 16 
52, 11 
53, 15 
54, 15 
55, 0 
56, 0 
57, 15 
58, 0 
59, 15 
60, 0 
61, 0 
62, 12 
63, 6 
64, 0 
65, 11 
66, 0 
67, 15 
68, 10 
69, 0 
70, 6 
71, 11 
72, 4 
73, 0 
74, 0 
75, 0 
76, 15 
77, 15 
78, 7 
79, 11 
80, 0 
81, 0 
82, 16 
83, 0 
84, 15 
85, 9 
86, 0 
87, 11 
88, 16 
89, 15 
90, 11 
91, 0 
92, 8 
93, 16 
94, 6 
95, 0 
96, 7 
97, 2 
98, 6 
99, 18 
100, 6 
101, 11 
102, 0 
103, 3 
104, 7 
105, 7 
106, 10 
107, 8 
108, 12 
109, 17 
110, 6 
111, 16 
112, 11 
113, 11 
114, 9 
115, 17 
116, 17 
117, 17 
118, 11 
119, 11 
120, 15 
121, 0 
122, 7 
123, 11 
124, 0 
125, 11 
126, 9 
127, 11 
128, 17 
129, 12 
130, 6 
131, 7 
132, 0 
133, 0 
134, 2 
135, 0 
136, 15 
137, 15 
138, 0 
139, 0 
140, 0 
141, 6 
142, 17 
143, 7 
144, 0 
145, 6 
146, 3 
147, 6 
148, 11 
149, 11 
150, 0 
151, 11 
152, 12 
153, 3 
154, 3 
155, 6 
156, 6 
157, 13 
158, 10 
159, 0 
160, 12 
161, 6 
162, 6 
163, 0 
164, 0 
165, 4 
166, 4 
167, 6 
168, 11 
169, 12 
170, 12 
171, 4 
172, 16 
173, 15 
174, 0 
175, 11 
176, 0 
177, 15 
178, 8 
179, 0 
180, 11 
181, 11 
182, 3 
183, 6 
184, 9 
185, 9 
186, 9 
187, 11 
