1, 0 
2, 0 
3, 17 
4, 22 
5, 0 
6, 0 
7, 0 
8, 0 
9, 3 
10, 15 
11, 0 
12, 0 
13, 10 
14, 10 
15, 23 
16, 0 
17, 22 
18, 0 
19, 3 
20, 11 
21, 20 
22, 0 
23, 10 
24, 3 
25, 10 
26, 17 
27, 0 
28, 3 
29, 7 
30, 17 
31, 5 
32, 10 
33, 16 
34, 0 
35, 17 
36, 22 
37, 0 
38, 0 
39, 0 
40, 3 
41, 13 
42, 23 
43, 0 
44, 23 
45, 18 
46, 17 
47, 17 
48, 0 
49, 17 
50, 0 
51, 23 
52, 17 
53, 22 
54, 22 
55, 0 
56, 0 
57, 22 
58, 0 
59, 22 
60, 0 
61, 0 
62, 18 
63, 10 
64, 0 
65, 17 
66, 0 
67, 22 
68, 14 
69, 0 
70, 10 
71, 17 
72, 4 
73, 0 
74, 0 
75, 0 
76, 22 
77, 22 
78, 11 
79, 17 
80, 0 
81, 0 
82, 23 
83, 0 
84, 22 
85, 12 
86, 0 
87, 17 
88, 23 
89, 21 
90, 17 
91, 0 
92, 9 
93, 23 
94, 10 
95, 0 
96, 11 
97, 3 
98, 10 
99, 25 
100, 10 
101, 17 
102, 0 
103, 5 
104, 11 
105, 11 
106, 14 
107, 9 
108, 18 
109, 24 
110, 10 
111, 23 
112, 17 
113, 17 
114, 12 
115, 24 
116, 24 
117, 24 
118, 17 
119, 17 
120, 22 
121, 0 
122, 11 
123, 17 
124, 0 
125, 17 
126, 12 
127, 17 
128, 24 
129, 18 
130, 10 
131, 11 
132, 0 
133, 0 
134, 3 
135, 0 
136, 22 
137, 22 
138, 0 
139, 0 
140, 0 
141, 7 
142, 24 
143, 11 
144, 0 
145, 10 
146, 5 
147, 10 
148, 17 
149, 17 
150, 0 
151, 17 
152, 18 
153, 5 
154, 5 
155, 10 
156, 10 
157, 19 
158, 14 
159, 0 
160, 18 
161, 10 
162, 10 
163, 0 
164, 0 
165, 4 
166, 4 
167, 10 
168, 17 
169, 18 
170, 18 
171, 4 
172, 23 
173, 21 
174, 0 
175, 17 
176, 0 
177, 21 
178, 13 
179, 0 
180, 17 
181, 17 
182, 5 
183, 10 
184, 12 
185, 12 
186, 12 
187, 17 
